OBJECTID,BLOCKID,ROWNBR,BLOCK_ST,BLOCK_END,WIDTH_OFFS,GEOBASYS,SPACELENGT,SPACETYPE,SPACETYPED,TIME_LIMIT,SPACE_NB,CATEGORY,SIDE,CURRENT_ST,ELMNTKEY,SHAPE_Leng
4821,26-03,,83.500000000000000,89.500000000000000,25,,6,CLR,CLEARANCE,,,NP,NW,INSVC,81289,5.997602302070181
4835,26-03,,202.500000000000000,220.500000000000000,25,,18,PS-CAR,PAY STATION - CARPOOL,240,-14,CARPOOL,NW,INSVC,81289,17.992897356540318
4850,25-01,,175.000000000000000,180.000000000000000,-21,,5,CLR,CLEARANCE,,,NP,SE,INSVC,13346,4.986294493167263
4879,01-24,,210.000000000000000,217.000000000000000,-27,,7,CLR,CLEARANCE,,,NP,NE,INSVC,1026,6.992844520920864
4880,26-01,,80.000000000000000,87.000000000000000,24,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58617,6.979364754695839
4927,01-23,,312.000000000000000,339.500000000000000,29,,28,ALLEY,ALLEY,,-25/27,NS,SW,INSVC,24041,27.439026691674915
5003,26-03,,247.000000000000000,265.000000000000000,25,,18,PS-CAR,PAY STATION - CARPOOL,240,-18,CARPOOL,NW,INSVC,81289,17.992897346515893
5018,25-01,,128.000000000000000,145.000000000000000,-21,,17,PS,PAY STATION,240,-09,PAID,SE,INSVC,13346,16.953516632879268
5057,02-24,,236.000000000000000,256.000000000000000,-26,,20,PS,PAY STATION,240,-20,PAID,NE,INSVC,70754,19.994533299950060
5068,27-00,,284.000000000000000,295.000000000000000,-28,,11,XW,CROSSWALK,,,NS,SE,INSVC,32426,10.999851474537049
5120,24-01,,176.500000000000000,183.000000000000000,27,,6,BA,BARRIER AREA,,-26,NS,NW,INSVC,31889,6.481884056761165
5155,25-03,,45.500000000000000,70.500000000000000,27,,25,BIKE,BIKE ZONE,,-00,BIKE,NW,INSVC,13349,24.983928999469303
5156,02-25,,261.000000000000000,276.000000000000000,-25,,15,BA,BARRIER AREA,,-22,NS,NE,INSVC,2782,14.978948829949660
5176,25-03,,179.000000000000000,197.000000000000000,27,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-12,PAID,NW,INSVC,13349,17.988419116546314
5242,24-01,,193.000000000000000,203.000000000000000,27,,10,PS,PAY STATION,240,-30,PAID,NW,INSVC,31889,9.972115432617423
5349,24-01,,44.000000000000000,61.000000000000000,-25,,17,PS,PAY STATION,240,-01,PAID,SE,INSVC,31890,16.952535118518064
5384,25-03,,70.500000000000000,88.500000000000000,27,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-02,PAID,NW,INSVC,13349,17.988419116546314
5385,02-25,,161.000000000000000,181.000000000000000,-25,,20,PS,PAY STATION,240,-12,PAID,NE,INSVC,2782,19.971920276923303
5423,27-00,,226.000000000000000,243.000000000000000,28,,17,PS,PAY STATION,240,-68,PAID,NW,INSVC,32425,16.999712062340095
5456,02-24,,196.000000000000000,216.000000000000000,-26,,20,PS,PAY STATION,240,-16,PAID,NE,INSVC,70754,19.994533299950060
5463,02-25,,143.000000000000000,150.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,2781,6.990183303750210
5473,24-01,,176.500000000000000,193.500000000000000,-25,,17,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-13T,LOAD,SE,INSVC,31890,16.952582449652059
5507,25-03,,28.000000000000000,31.000000000000000,-15,,3,CLR,CLEARANCE,,,NP,SE,INSVC,13350,2.998084928813594
5517,24-01,,150.500000000000000,171.500000000000000,-25,,21,ALLEY,ALLEY,,-11,NS,SE,INSVC,31890,20.941401081188374
5587,27-00,,253.000000000000000,261.000000000000000,-28,,8,CLR,CLEARANCE,,,NP,SE,INSVC,32426,7.999901734323632
5627,02-25,,100.000000000000000,107.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,2781,6.990183282700483
5633,25-03,,243.000000000000000,260.000000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-18,PAID,NW,INSVC,13349,16.989070371749801
5639,02-24,,286.500000000000000,294.000000000000000,26,,8,CLR,CLEARANCE,,,NP,SW,INSVC,70753,7.497928444576725
5650,27-04,,50.000000000000000,73.000000000000000,-26,,23,TAZ,TOW AWAY ZONE,,-01,NP,SE,INSVC,32434,22.959386372639933
5684,02-24,,30.000000000000000,36.000000000000000,-26,,6,CLR,CLEARANCE,,,NP,NE,INSVC,70754,5.998334999081325
5701,24-01,,93.000000000000000,102.500000000000000,27,,10,PS,PAY STATION,240,-10,PAID,NW,INSVC,31889,9.473485099872654
5734,25-03,,48.000000000000000,51.000000000000000,-15,,3,CR,CURB RAMP,,,NS,SE,INSVC,13350,2.998084918796798
5745,24-01,,145.500000000000000,150.500000000000000,-25,,5,CLR,CLEARANCE,,,NP,SE,INSVC,31890,4.986036177743768
5802,02-24,,100.000000000000000,106.000000000000000,26,,6,CLR,CLEARANCE,,,NP,SW,INSVC,70753,5.998378074537199
5813,27-00,,295.000000000000000,299.000000000000000,-28,,4,CLR,CLEARANCE,,,NP,SE,INSVC,32426,3.999952978947265
5849,02-24,,286.000000000000000,292.000000000000000,-26,,6,CLR,CLEARANCE,,,NP,NE,INSVC,70754,5.998378064507715
5855,02-25,,32.000000000000000,34.500000000000000,28,,2,CR,CURB RAMP,,,NS,SW,INSVC,2781,2.496530927970356
5865,24-01,,193.500000000000000,211.500000000000000,-25,,18,PS,PAY STATION,240,-15,PAID,SE,INSVC,31890,17.949752674641267
5901,25-03,,173.500000000000000,175.500000000000000,-15,,2,CLR,CLEARANCE,,,NP,SE,INSVC,13350,1.998693140780655
5902,02-25,,181.000000000000000,201.000000000000000,-25,,20,PS,PAY STATION,240,-14,PAID,NE,INSVC,2782,19.971920287947711
5921,25-03,,292.000000000000000,297.500000000000000,27,,6,CLR,CLEARANCE,,,NP,NW,INSVC,13349,5.496428750976208
5934,24-01,,280.500000000000000,295.500000000000000,-25,,15,XW,CROSSWALK,,,NS,SE,INSVC,31890,14.958104269091420
5970,25-03,,31.000000000000000,48.000000000000000,-15,,17,XW,CROSSWALK,,,NS,SE,INSVC,13350,16.989022977778681
5971,02-25,,13.000000000000000,19.000000000000000,-25,,6,CLR,CLEARANCE,,,NP,NE,INSVC,2782,5.991596749365349
5981,24-01,,109.500000000000000,127.500000000000000,-25,,18,PS,PAY STATION,240,-07,PAID,SE,INSVC,31890,17.949752664613737
6047,27-00,,243.000000000000000,260.000000000000000,28,,17,PS,PAY STATION,240,-70,PAID,NW,INSVC,32425,16.999755177807657
6089,02-25,,125.000000000000000,143.000000000000000,28,,18,PS,PAY STATION,240,-09,PAID,SW,INSVC,2781,17.974747199107682
6099,24-01,,151.000000000000000,176.500000000000000,27,,26,ALLEY,ALLEY,,-22/24,NS,NW,INSVC,31889,25.428759593941578
6123,27-04,,110.000000000000000,179.000000000000000,25,,69,TAZ,TOW AWAY ZONE,,-06/10,NP,NW,INSVC,32433,50.221678700822807
6132,25-03,,148.500000000000000,173.500000000000000,-15,,25,ALLEY,ALLEY,,-11,NS,SE,INSVC,13350,24.983885966096903
6133,02-25,,81.000000000000000,101.000000000000000,-25,,20,PS,PAY STATION,240,-04,PAID,NE,INSVC,2782,19.971920277922393
6154,25-03,,220.000000000000000,237.000000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-16,PAID,NW,INSVC,13349,16.989022977778681
6160,02-24,,224.000000000000000,244.000000000000000,26,,20,PS-LAY,PAY STATION - BUS LAYOVER,240,-19,PAID,SW,INSVC,70753,19.994533309979545
6170,27-00,,260.000000000000000,267.000000000000000,28,,7,BA,BARRIER AREA,,,NS,NW,INSVC,32425,6.999902718814528
6204,02-24,,36.000000000000000,176.000000000000000,-26,,140,NP,NO PARKING,,-00/12,NP,NE,INSVC,70754,139.961814963025176
6211,02-25,,64.000000000000000,82.000000000000000,28,,18,PS,PAY STATION,240,-03,PAID,SW,INSVC,2781,17.974704150243991
6221,24-01,,83.500000000000000,93.000000000000000,27,,10,PS,PAY STATION,240,-08,PAID,NW,INSVC,31889,9.473485120922581
6234,27-00,,261.000000000000000,281.000000000000000,-28,,20,PS,PAY STATION,240,-71,PAID,SE,INSVC,32426,19.999709119884038
6268,02-24,,271.000000000000000,286.000000000000000,-26,,15,XW,CROSSWALK,,,NS,NE,INSVC,70754,14.995943054419502
6285,24-01,,295.500000000000000,306.000000000000000,-25,,10,CRBBLB,CURB BULB,,,NS,SE,INSVC,31890,10.470655335875303
6365,25-03,,27.000000000000000,28.500000000000000,27,,2,CLR,CLEARANCE,,,NP,NW,INSVC,13349,1.499042459398399
6404,27-00,,281.000000000000000,284.000000000000000,-28,,3,CR,CURB RAMP,,,NS,SE,INSVC,32426,2.999949740455349
6437,02-24,,176.000000000000000,196.000000000000000,-26,,20,PS,PAY STATION,240,-14,PAID,NE,INSVC,70754,19.994533288929443
6448,27-00,,189.000000000000000,206.000000000000000,-28,,17,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-65T,LOAD,SE,INSVC,32426,16.999802495173256
6454,24-01,,213.000000000000000,223.000000000000000,27,,10,PS,PAY STATION,240,-34,PAID,NW,INSVC,31889,9.972072354492555
6486,25-03,,295.000000000000000,307.500000000000000,-15,,12,CLR,CLEARANCE,,,NP,SE,INSVC,13350,12.491942993572929
6496,24-01,,103.500000000000000,109.500000000000000,-25,,6,CLR,CLEARANCE,,,NP,SE,INSVC,31890,5.983296812111329
6631,27-00,,220.000000000000000,226.000000000000000,28,,6,CLR,CLEARANCE,,,NP,NW,INSVC,32425,5.999994104072446
6682,24-01,,253.000000000000000,280.000000000000000,27,,27,BA,BARRIER AREA,,-42,NS,NW,INSVC,31889,26.924607472833209
6750,27-04,,71.000000000000000,90.500000000000000,25,,20,PS,PAY STATION,240,-02,PAID,NW,INSVC,32433,19.465598166447347
6794,27-00,,271.000000000000000,275.000000000000000,28,,4,PS-MC,PAY STATION - MOTORCYCLE,240,-72B,PAID,NW,INSVC,32425,3.999952978947265
6891,02-24,,82.000000000000000,100.000000000000000,26,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-07,PAID,SW,INSVC,70753,17.995134204543767
6897,02-25,,254.000000000000000,274.000000000000000,28,,20,CRBBLB,CURB BULB,,-21,NS,SW,INSVC,2781,19.971920276923303
6907,24-01,,223.000000000000000,233.000000000000000,27,,10,PS,PAY STATION,240,-36,PAID,NW,INSVC,31889,9.972115432617423
6943,25-03,,130.500000000000000,147.500000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-08,PAID,NW,INSVC,13349,16.989022988810785
6944,02-25,,241.000000000000000,261.000000000000000,-25,,20,PS,PAY STATION,240,-20,PAID,NE,INSVC,2782,19.971920276923303
6954,24-01,,68.000000000000000,86.000000000000000,-25,,18,PS,PAY STATION,240,-03,PAID,SE,INSVC,31890,17.949752664613737
7010,02-24,,15.000000000000000,30.000000000000000,-26,,15,XW,CROSSWALK,,,NS,NE,INSVC,70754,14.995943043398913
7021,27-00,,293.500000000000000,298.000000000000000,28,,4,CLR,CLEARANCE,,,NP,NW,INSVC,32425,4.499926727275286
7062,02-25,,194.000000000000000,212.000000000000000,28,,18,PS,PAY STATION,240,-15,PAID,SW,INSVC,2781,17.974704151243042
7071,24-01,,253.500000000000000,280.500000000000000,-25,,27,CRBBLB,CURB BULB,,-21,NS,SE,INSVC,31890,26.924650541083878
7136,24-01,,183.000000000000000,193.000000000000000,27,,10,PS,PAY STATION,240,-28,PAID,NW,INSVC,31889,9.972068092479152
7163,27-04,,112.000000000000000,146.000000000000000,-26,,34,CVLZ-P,CVLZ - PLZ,30,-09T,LOAD,SE,INSVC,32434,33.940048800273679
7172,25-03,,88.500000000000000,106.500000000000000,27,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-04,PAID,NW,INSVC,13349,17.988414766822668
7193,25-03,,260.000000000000000,277.000000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-20,PAID,NW,INSVC,13349,16.989022977778681
7208,27-00,,186.000000000000000,203.000000000000000,28,,17,PS,PAY STATION,240,-64,PAID,NW,INSVC,32425,16.999755156757182
7259,24-01,,121.500000000000000,131.000000000000000,27,,10,PS,PAY STATION,240,-16,PAID,NW,INSVC,31889,9.473437768735835
7293,02-25,,274.000000000000000,302.000000000000000,28,,28,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SW,INSVC,2781,27.960685814091718
7359,25-03,,277.000000000000000,292.000000000000000,27,,15,XW,CROSSWALK,,,NS,NW,INSVC,13349,14.990377220963749
7365,02-24,,158.000000000000000,178.000000000000000,26,,20,PS-LAY,PAY STATION - BUS LAYOVER,240,-13,PAID,SW,INSVC,70753,19.994533299950060
7376,27-04,,73.000000000000000,90.000000000000000,-26,,17,PS,PAY STATION,240,-03,PAID,SE,INSVC,32434,16.970048066591758
7408,02-25,,19.000000000000000,33.000000000000000,-25,,14,XW,CROSSWALK,,,NS,NE,INSVC,2782,13.980366576425370
7429,25-03,,203.000000000000000,220.000000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-14,PAID,NW,INSVC,13349,16.989070361732978
7480,02-24,,12.000000000000000,15.000000000000000,-26,,3,CLR,CLEARANCE,,,NP,NE,INSVC,70754,2.999143837682253
7487,02-25,,169.000000000000000,187.000000000000000,28,,18,PS,PAY STATION,240,-13,PAID,SW,INSVC,2781,17.974751501055195
7491,27-00,,206.000000000000000,214.000000000000000,-28,,8,CLR,CLEARANCE,,,NP,SE,INSVC,32426,7.999854406984492
7497,24-01,,131.000000000000000,140.500000000000000,27,,10,PS,PAY STATION,240,-18,PAID,NW,INSVC,31889,9.473485120922581
7532,02-25,,40.000000000000000,61.000000000000000,-25,,21,NP,NO PARKING,,-00,NP,NE,INSVC,2782,20.970506811438646
7541,24-01,,171.500000000000000,176.500000000000000,-25,,5,CLR,CLEARANCE,,,NP,SE,INSVC,31890,4.985988835504311
7593,25-03,,237.000000000000000,243.000000000000000,27,,6,CLR,CLEARANCE,,,NP,NW,INSVC,13349,5.996169847610391
7599,02-24,,204.000000000000000,224.000000000000000,26,,20,PS-LAY,PAY STATION - BUS LAYOVER,240,-17,PAID,SW,INSVC,70753,19.994533288929443
7652,02-25,,237.000000000000000,254.000000000000000,28,,17,PS,PAY STATION,240,-19,PAID,SW,INSVC,2781,16.976121907838408
7662,24-01,,211.500000000000000,218.500000000000000,-25,,7,CLR,CLEARANCE,,,NP,SE,INSVC,31890,6.980467027062792
7715,02-25,,276.000000000000000,292.000000000000000,-25,,16,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NE,INSVC,2782,15.977535353306017
7725,24-01,,112.000000000000000,121.500000000000000,27,,10,PS,PAY STATION,240,-14,PAID,NW,INSVC,31889,9.473485120922581
7758,25-03,,152.500000000000000,174.000000000000000,27,,22,ALLEY,ALLEY,,-10,NS,NW,INSVC,13349,21.486107344689916
7759,02-25,,201.000000000000000,221.000000000000000,-25,,20,PS,PAY STATION,240,-16,PAID,NE,INSVC,2782,19.971963325700237
7871,02-24,,31.500000000000000,64.000000000000000,26,,32,CRBBLB,CURB BULB,,-01/03,NS,SW,INSVC,70753,32.491138144348703
7877,02-25,,82.000000000000000,100.000000000000000,28,,18,PS,PAY STATION,240,-05,PAID,SW,INSVC,2781,17.974751501055195
7887,24-01,,236.000000000000000,253.500000000000000,-25,,18,PS,PAY STATION,240,-19,PAID,SE,INSVC,31890,17.451169693176176
7923,25-03,,106.500000000000000,113.500000000000000,27,,7,CLR,CLEARANCE,,,NP,NW,INSVC,13349,6.995471199342285
7934,24-01,,40.000000000000000,44.000000000000000,-25,,4,CLR,CLEARANCE,,,NP,SE,INSVC,31890,3.988865962888486
7957,27-04,,25.000000000000000,35.500000000000000,-26,,10,CLR,CLEARANCE,,,NP,SE,INSVC,32434,10.481455059918733
7990,02-24,,14.000000000000000,16.500000000000000,26,,2,CLR,CLEARANCE,,,NP,SW,INSVC,70753,2.499338200037267
8062,27-00,,267.000000000000000,271.000000000000000,28,,4,PS-MC,PAY STATION - MOTORCYCLE,240,-72A,PAID,NW,INSVC,32425,3.999948745853531
8104,02-25,,187.000000000000000,194.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,2781,6.990183282700483
8114,24-01,,55.000000000000000,64.500000000000000,27,,10,PS,PAY STATION,240,-02,PAID,NW,INSVC,31889,9.473485110895068
8148,25-03,,279.000000000000000,295.000000000000000,-15,,16,XW,CROSSWALK,,,NS,SE,INSVC,13350,15.989768998980551
8149,02-25,,101.000000000000000,121.000000000000000,-25,,20,PS,PAY STATION,240,-06,PAID,NE,INSVC,2782,19.971920287947711
8186,27-00,,284.000000000000000,293.500000000000000,28,,10,XW,CROSSWALK,,,NS,NW,INSVC,32425,9.499878721450944
8227,02-25,,212.000000000000000,230.000000000000000,28,,18,PS,PAY STATION,240,-17,PAID,SW,INSVC,2781,17.974794548806383
8237,24-01,,218.500000000000000,236.000000000000000,-25,,18,PS,PAY STATION,240,-17,PAID,SE,INSVC,31890,17.451122352910478
8270,02-25,,221.000000000000000,241.000000000000000,-25,,20,PS,PAY STATION,240,-18,PAID,NE,INSVC,2782,19.971920287947711
8300,24-01,,74.000000000000000,83.500000000000000,27,,10,PS,PAY STATION,240,-06,PAID,NW,INSVC,31889,9.473528178188470
8378,25-03,,28.500000000000000,45.500000000000000,27,,17,XW,CROSSWALK,,,NS,NW,INSVC,13349,16.989070360717669
8386,02-24,,178.000000000000000,198.000000000000000,26,,20,PS-LAY,PAY STATION - BUS LAYOVER,240,-15,PAID,SW,INSVC,70753,19.994576365612598
8457,02-25,,34.500000000000000,64.000000000000000,28,,30,CRBBLB,CURB BULB,,-01,NS,SW,INSVC,2781,29.458587149650448
8467,24-01,,28.000000000000000,33.000000000000000,27,,5,CLR,CLEARANCE,,,NP,NW,INSVC,31889,4.985988846526676
8535,27-04,,25.000000000000000,34.000000000000000,25,,9,CLR,CLEARANCE,,,NP,NW,INSVC,32433,8.984143075446157
8568,02-24,,198.000000000000000,204.000000000000000,26,,6,CLR,CLEARANCE,,,NP,SW,INSVC,70753,5.998378075528334
8615,02-24,,152.000000000000000,158.000000000000000,26,,6,CLR,CLEARANCE,,,NP,SW,INSVC,70753,5.998378064507715
8634,02-24,,271.500000000000000,286.500000000000000,26,,15,XW,CROSSWALK,,,NS,SW,INSVC,70753,14.995943054419502
8646,27-04,,35.500000000000000,50.000000000000000,-26,,14,XW,CROSSWALK,,,NS,SE,INSVC,32434,14.474497966736436
8652,24-01,,40.500000000000000,44.500000000000000,27,,4,CLR,CLEARANCE,,,NP,NW,INSVC,31889,3.988818631541075
8687,02-25,,107.000000000000000,125.000000000000000,28,,18,PS,PAY STATION,240,-07,PAID,SW,INSVC,2781,17.974751490030780
8696,24-01,,280.000000000000000,295.000000000000000,27,,15,XW,CROSSWALK,,,NS,NW,INSVC,31889,14.958104269091420
8741,24-01,,31.000000000000000,40.000000000000000,-25,,9,CR,CURB RAMP,,,NS,SE,INSVC,31890,8.974854798212759
8808,27-00,,203.000000000000000,220.000000000000000,28,,17,PS,PAY STATION,240,-66,PAID,NW,INSVC,32425,16.999712083390570
8844,02-24,,16.500000000000000,31.500000000000000,26,,15,XW,CROSSWALK,,,NS,SW,INSVC,70753,14.995899966697081
8850,02-25,,292.000000000000000,302.000000000000000,-25,,10,CLR,CLEARANCE,,,NP,NE,INSVC,2782,9.985938625153720
8860,24-01,,203.000000000000000,213.000000000000000,27,,10,PS,PAY STATION,240,-32,PAID,NW,INSVC,31889,9.972068081456792
8915,02-25,,12.000000000000000,17.000000000000000,28,,5,CLR,CLEARANCE,,,NP,SW,INSVC,2781,4.993014505837766
8925,24-01,,233.000000000000000,243.000000000000000,27,,10,PS,PAY STATION,240,-38,PAID,NW,INSVC,31889,9.972068092479152
8961,25-03,,147.500000000000000,152.500000000000000,27,,5,CLR,CLEARANCE,,,NP,NW,INSVC,13349,4.996821091942498
8972,24-01,,86.000000000000000,103.500000000000000,-25,,18,PS,PAY STATION,240,-05,PAID,SE,INSVC,31890,17.451122351915608
9079,02-25,,121.000000000000000,141.000000000000000,-25,,20,PS,PAY STATION,240,-08,PAID,NE,INSVC,2782,19.971920276923303
9088,24-01,,140.500000000000000,151.000000000000000,27,,10,BA,BARRIER AREA,,-20,NS,NW,INSVC,31889,10.470745745313510
9112,27-04,,34.000000000000000,49.000000000000000,25,,15,XW,CROSSWALK,,,NS,NW,INSVC,32433,14.973571834839600
9122,02-25,,61.000000000000000,81.000000000000000,-25,,20,PS,PAY STATION,240,-02,PAID,NE,INSVC,2782,19.971963335725583
9159,27-00,,275.000000000000000,279.000000000000000,28,,4,BA,BARRIER AREA,,,NS,NW,INSVC,32425,3.999948755887267
9165,24-01,,44.500000000000000,45.500000000000000,27,,1,BA,BARRIER AREA,,,NS,NW,INSVC,31889,0.997217556676819
9180,27-04,,90.500000000000000,110.000000000000000,25,,20,PS,PAY STATION,240,-04,PAID,NW,INSVC,32433,19.465598156415137
9189,25-03,,175.500000000000000,200.000000000000000,-15,,24,DW,DRIVEWAY,,-13,NS,SE,INSVC,13350,24.484235284722999
9201,24-01,,27.000000000000000,31.000000000000000,-25,,4,CLR,CLEARANCE,,,NP,SE,INSVC,31890,3.988861689101554
9225,27-00,,233.500000000000000,253.000000000000000,-28,,20,PS,PAY STATION,240,-69,PAID,SE,INSVC,32426,19.499731159321740
9259,02-24,,256.000000000000000,271.000000000000000,-26,,15,NP,NO PARKING,,-22,NP,NE,INSVC,70754,14.995899976726564
9276,24-01,,45.500000000000000,55.000000000000000,27,,10,PS,PAY STATION,240,-00,PAID,NW,INSVC,31889,9.473485109900169
9310,02-25,,17.000000000000000,32.000000000000000,28,,15,XW,CROSSWALK,,,NS,SW,INSVC,2781,14.978905771098059
9354,25-03,,51.000000000000000,148.500000000000000,-15,,98,NP,NO PARKING,,-01/09,NP,SE,INSVC,13350,97.437247447274331
9362,02-24,,244.000000000000000,271.500000000000000,26,,28,CRBBLB,CURB BULB,,-21,NS,SW,INSVC,70753,27.492457477601018
9393,27-00,,279.000000000000000,284.000000000000000,28,,5,CR,CURB RAMP,,,NS,NW,INSVC,32425,4.999904676779648
9443,24-01,,102.500000000000000,112.000000000000000,27,,10,PS,PAY STATION,240,-12,PAID,NW,INSVC,31889,9.473485120922581
9490,02-24,,216.000000000000000,236.000000000000000,-26,,20,PS,PAY STATION,240,-18,PAID,NE,INSVC,70754,19.994576365612598
9497,02-25,,230.000000000000000,237.000000000000000,28,,7,CLR,CLEARANCE,,,NP,SW,INSVC,2781,6.990183293724886
9501,27-00,,214.000000000000000,233.500000000000000,-28,,20,PS,PAY STATION,240,-67,PAID,SE,INSVC,32426,19.499731169355361
9507,24-01,,295.000000000000000,306.000000000000000,27,,11,CRBBLB,CURB BULB,,,NS,NW,INSVC,31889,10.969285647579023
9665,02-25,,150.000000000000000,169.000000000000000,28,,19,PLZ,PASSENGER LOAD ZONE,3,-11,ZONE,SW,INSVC,2781,18.973290684698970
9675,24-01,,243.000000000000000,253.000000000000000,27,,10,PS,PAY STATION,240,-40,PAID,NW,INSVC,31889,9.972115422589900
9709,25-03,,200.000000000000000,279.000000000000000,-15,,79,NP,NO PARKING,,-15/21,NP,SE,INSVC,13350,78.949134606119898
9720,24-01,,127.500000000000000,145.500000000000000,-25,,18,PS,PAY STATION,240,-09,PAID,SE,INSVC,31890,17.949752674641267
9743,27-04,,49.000000000000000,71.000000000000000,25,,22,NP,NO PARKING,240,-00,NP,NW,INSVC,32433,21.961148246238697
9770,25-03,,174.000000000000000,179.000000000000000,27,,5,CLR,CLEARANCE,,,NP,NW,INSVC,13349,4.996821091942498
9771,02-25,,33.000000000000000,40.000000000000000,-25,,7,CLR,CLEARANCE,,,NP,NE,INSVC,2782,6.990183303750210
9790,25-03,,197.000000000000000,203.000000000000000,27,,6,CLR,CLEARANCE,,,NP,NW,INSVC,13349,5.996122454649135
9804,27-04,,90.000000000000000,107.000000000000000,-26,,17,PS,PAY STATION,240,-05,PAID,SE,INSVC,32434,16.969957655347322
9837,02-24,,106.000000000000000,152.000000000000000,26,,46,CVLZ-B,CVLZ - BUS ZONE,30,-09T/11,LOAD,SW,INSVC,70753,45.987397330861654
9854,24-01,,33.000000000000000,40.500000000000000,27,,8,CR,CURB RAMP,,,NS,NW,INSVC,31889,7.479097328741737
9883,02-24,,64.000000000000000,82.000000000000000,26,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-05,PAID,SW,INSVC,70753,17.995086881063838
9899,24-01,,64.500000000000000,74.000000000000000,27,,10,PS,PAY STATION,240,-04,PAID,NW,INSVC,31889,9.473437779758202
9935,25-03,,113.500000000000000,130.500000000000000,27,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-06,PAID,NW,INSVC,13349,16.989070371749801
9936,02-25,,141.000000000000000,161.000000000000000,-25,,20,PS,PAY STATION,240,-10,PAID,NE,INSVC,2782,19.971963336724620
9946,24-01,,61.000000000000000,68.000000000000000,-25,,7,CLR,CLEARANCE,,,NP,SE,INSVC,31890,6.980467027062792
9968,27-04,,107.000000000000000,112.000000000000000,-26,,5,CLR,CLEARANCE,,,NP,SE,INSVC,32434,4.991190600923704
10071,01-26,,41.500000000000000,67.500000000000000,-28,,26,CVLZ-P,CVLZ - PLZ,30,-02,LOAD,NE,INSVC,68918,25.924146902646768
10149,27-01,,170.000000000000000,190.000000000000000,30,,20,TAZ,TOW AWAY ZONE,,-12,NP,NW,INSVC,9677,19.944005724564338
10165,27-03,,257.500000000000000,274.500000000000000,24,,17,PS,PAY STATION,240,-20,PAID,NW,INSVC,32429,16.991599259297967
10199,04-24,,22.000000000000000,33.000000000000000,30,,11,XW,CROSSWALK,,,NS,SW,INSVC,74033,10.982260553538532
10313,27-01,,216.000000000000000,233.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-16,PAID,NW,INSVC,9677,16.952439314140523
10314,01-26,,135.000000000000000,152.000000000000000,29,,17,PS,PAY STATION,240,-11,PAID,SW,INSVC,68917,16.950393132563693
10330,27-03,,176.000000000000000,193.000000000000000,24,,17,PS,PAY STATION,240,-12,PAID,NW,INSVC,32429,16.991599259297967
10378,27-01,,40.500000000000000,41.000000000000000,30,,0,CR,CURB RAMP,,,NS,NW,INSVC,9677,0.498548490785934
10394,27-03,,129.500000000000000,147.500000000000000,24,,18,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-08T,LOAD,NW,INSVC,32429,17.991176000393938
10428,01-26,,105.500000000000000,110.500000000000000,-28,,5,CLR,CLEARANCE,,,NP,NE,INSVC,68918,4.985434058261349
10432,04-24,,152.500000000000000,160.500000000000000,30,,8,CLR,CLEARANCE,,,NP,SW,INSVC,74033,7.987034793324929
10521,24-00,,282.500000000000000,285.500000000000000,28,,3,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,54305,2.991808519734109
10558,27-03,,210.000000000000000,217.000000000000000,24,,7,CLR,CLEARANCE,,,NP,NW,INSVC,32429,6.996572286373347
10607,27-03,,225.000000000000000,244.000000000000000,-30,,19,PS,PAY STATION,240,-17,PAID,SE,INSVC,32430,18.990658043165460
10654,01-26,,30.500000000000000,41.500000000000000,-28,,11,HYD,HYDRANT,,-00,NS,NE,INSVC,68918,10.967892049526540
10658,04-24,,178.500000000000000,196.500000000000000,30,,18,PS,PAY STATION,30,-13,PAID,SW,INSVC,74033,17.970932684721806
10671,27-03,,263.000000000000000,279.000000000000000,-30,,16,CRBBLB,CURB BULB,,-21,NS,SE,INSVC,32430,15.992160270508013
10681,02-27,,27.000000000000000,41.000000000000000,-28,,14,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NE,INSVC,2786,13.996942411573889
